system:index,20250201_aod_20250201,20250201_cloud_20250201,20250201_no2_20250201,20250202_aod_20250202,20250202_cloud_20250202,20250202_no2_20250202,20250203_aod_20250203,20250203_cloud_20250203,20250203_no2_20250203,20250204_aod_20250204,20250204_cloud_20250204,20250204_no2_20250204,20250205_aod_20250205,20250205_cloud_20250205,20250205_no2_20250205,20250206_aod_20250206,20250206_cloud_20250206,20250206_no2_20250206,20250207_aod_20250207,20250207_cloud_20250207,20250207_no2_20250207,20250208_aod_20250208,20250208_cloud_20250208,20250208_no2_20250208,20250209_aod_20250209,20250209_cloud_20250209,20250209_no2_20250209,20250210_aod_20250210,20250210_cloud_20250210,20250210_no2_20250210,20250211_aod_20250211,20250211_cloud_20250211,20250211_no2_20250211,20250212_aod_20250212,20250212_cloud_20250212,20250212_no2_20250212,20250213_aod_20250213,20250213_cloud_20250213,20250213_no2_20250213,20250214_aod_20250214,20250214_cloud_20250214,20250214_no2_20250214,20250215_aod_20250215,20250215_cloud_20250215,20250215_no2_20250215,20250216_aod_20250216,20250216_cloud_20250216,20250216_no2_20250216,20250217_aod_20250217,20250217_cloud_20250217,20250217_no2_20250217,20250218_aod_20250218,20250218_cloud_20250218,20250218_no2_20250218,20250219_aod_20250219,20250219_cloud_20250219,20250219_no2_20250219,20250220_aod_20250220,20250220_cloud_20250220,20250220_no2_20250220,20250221_aod_20250221,20250221_cloud_20250221,20250221_no2_20250221,20250222_aod_20250222,20250222_cloud_20250222,20250222_no2_20250222,20250223_aod_20250223,20250223_cloud_20250223,20250223_no2_20250223,20250224_aod_20250224,20250224_cloud_20250224,20250224_no2_20250224,20250225_aod_20250225,20250225_cloud_20250225,20250225_no2_20250225,20250226_aod_20250226,20250226_cloud_20250226,20250226_no2_20250226,20250227_aod_20250227,20250227_cloud_20250227,20250227_no2_20250227,20250228_aod_20250228,20250228_cloud_20250228,20250228_no2_20250228,bottom,col_index,grid_id,id,latitude,left,longitude,right,row_index,sort_key,top,.geo
000000000000000000f2,0.34956554307116106,0.0,1.0630091644484998E-4,0.31919101123595506,,9.318306557442162E-5,0.30624531835205987,0.0,6.304787249024926E-5,0.2073220973782772,0.0677857920527183,1.0263248987026073E-4,0.45087265917603,,9.694801701694517E-5,0.44616853932584266,,6.786460448131151E-5,1.393,0.23708250068667594,6.12065622089986E-5,0.9063796992481202,0.3372066011732962,,,,4.4310732519643515E-5,0.9200973782771537,0.0780732110142391,6.238220521479173E-5,0.730689138576779,0.0776619673853379,6.364266192979114E-5,0.8908202247191012,,9.555671406854266E-5,0.621,,5.903656710868168E-5,,,1.1748153965267866E-4,0.2803314606741573,,6.735548231515163E-5,0.28552996254681645,,7.614418069273852E-5,0.4606310861423221,,1.1528906726913963E-4,0.4523089887640449,0.039743509143574794,1.0604070848781037E-4,,0.06295775622126885,6.138320895840716E-5,0.849,0.5915948748586161,,0.5266816479400749,0.6047749430960635,,0.5957003745318352,0.09002621408249781,8.396735050070992E-5,0.3628707865168539,0.18036672472946477,4.24807331000748E-5,,,6.53810206859595E-5,0.4574456928838951,0.06450025757352153,5.3232345516381824E-5,0.5233071161048689,0.29326888127963485,5.1999430010644315E-5,0.5666011235955056,,6.491735181185039E-5,0.6930936329588016,,6.945760105733735E-5,1939644.4222,20,HYD_0243,909,17.530985179903716,226391.0724,78.4275867998835,227391.0724,8,80020,1940644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.42294601901277,17.526407520012512],[78.43235470769825,17.526532400255604],[78.4322298668541,17.535562067095803],[78.4228166550251,17.53543721434249],[78.42294601901277,17.526407520012512]]]}"
000000000000000000f3,0.3374160447761195,0.0,1.0890064004342563E-4,0.32335447761194036,,8.355371962568641E-5,0.3099384328358209,0.0,6.305260467342778E-5,0.21586567164179105,0.06778579205274309,1.0263248987029825E-4,0.4483955223880597,,9.694801701698062E-5,0.4515261194029851,,6.491549275836937E-5,1.3934307116104871,0.24460384630366794,6.488394270948092E-5,0.8900187265917603,0.28092330295937423,,0.555625,,4.447626463308746E-5,0.9200223880597016,0.07779450949002548,6.220148155334249E-5,0.726365671641791,0.07750802487134621,6.311942706815645E-5,0.8967499999999998,,9.655430767451957E-5,,0.05493553190561517,5.921991771614082E-5,,,1.2394344750970958E-4,0.35855037313432836,,6.690801900733788E-5,0.2577033582089552,,7.614627975271707E-5,0.45065671641791044,,1.003741040016615E-4,0.5519701492537313,0.039743509143589324,1.0604070848784914E-4,,0.06295713547789611,6.137584267160535E-5,,0.5915948748588323,,0.5425522388059701,0.6003151712192382,,0.5626902985074628,0.09038382170359258,8.723027378461856E-5,0.3820317164179105,0.18036672472953072,4.2480733100090324E-5,,,5.180342252668872E-5,0.4585261194029851,0.06080058909247495,4.3765154601118E-5,0.5316828358208957,0.29556713909998583,5.296032871577502E-5,0.6150279850746269,,6.395212364488742E-5,0.6472985074626866,,6.85051165230061E-5,1939644.4222,21,HYD_0244,954,17.531107425611193,227391.0724,78.43699885456213,228391.0724,8,80021,1940644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.43235470769825,17.526532400255604],[78.44176782451297,17.526652714746476],[78.44164299513754,17.535682443900843],[78.4322298668541,17.535562067095803],[78.43235470769825,17.526532400255604]]]}"
000000000000000000f4,0.31225,0.0,1.0890064004348969E-4,0.32489568345323744,,7.267036562556656E-5,0.29601258992805757,0.0,6.305260467346486E-5,0.2247805755395684,0.06778579205278294,1.026324898703586E-4,0.4639226618705037,,9.694801701703763E-5,0.45653597122302164,,6.196613685464155E-5,1.3974938775510204,0.2504309136711725,6.771754483281934E-5,0.8681142857142857,0.24140876531614175,,0.5573489208633094,,4.465435285952866E-5,0.8900719424460432,0.0739893490418975,5.973402992909169E-5,0.7300575539568347,0.07739170443400535,6.297384098504615E-5,0.9041762589928058,,9.640157675714991E-5,0.551,0.0549355317176193,6.154846044728875E-5,,,1.1191250101873302E-4,0.34667446043165473,,6.21979768265905E-5,0.24046043165467623,,7.614627975276188E-5,0.44544064748201445,,9.70390392467911E-5,0.5414478417266188,0.04084624877434482,1.058019701704548E-4,,0.06288350785101458,6.05021125233286E-5,0.753,0.6209642187197708,,0.5503165467625901,0.5982719063762127,,0.5506546762589929,0.10103375852700522,8.743688280350274E-5,0.3750917266187051,0.176737803416426,4.4579164874209284E-5,,,4.621419429897999E-5,0.46071223021582736,0.0595478415489523,4.055946192240702E-5,0.5380467625899281,0.2957374155523013,5.303152283889353E-5,0.5938489208633095,,5.602410840696678E-5,0.6239580291970803,,5.8036507581909634E-5,1939644.4222,22,HYD_0245,999,17.53122744480468,228391.0724,78.44641088866166,229391.0724,8,80022,1940644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.44176782451297,17.526652714746476],[78.45118103028831,17.526773186203634],[78.45105170194466,17.535802801589366],[78.44164299513754,17.535682443900843],[78.44176782451297,17.526652714746476]]]}"
000000000000000000f5,0.3135528301886793,0.0,1.0751944938630345E-4,0.3133886792452831,,7.267036562549996E-5,0.3013245283018868,0.0,6.305260467340707E-5,0.2292981132075472,0.06778579205272081,1.0263248987026453E-4,0.461045283018868,,9.355044880089343E-5,0.4556716981132076,,6.19654134676152E-5,1.3936700507614213,0.24228967043775823,6.348901979600377E-5,0.8616954314720813,0.2414087653159205,,0.5740415094339624,,4.483438953372195E-5,0.8145867924528303,0.06724300980565452,5.535937452803187E-5,0.7282075471698115,0.07546345657241128,6.0560455514609596E-5,0.9131264150943397,,9.340130664036945E-5,0.5503865546218487,0.054935530412390805,6.456174497782813E-5,,,1.0805306374091396E-4,0.335322641509434,,6.10813440289123E-5,0.24753018867924534,0.0,7.285179087373376E-5,0.4384773584905662,,9.700816484396506E-5,0.5673207547169812,0.051924288275682975,1.0340362296529628E-4,,0.06240815811362358,5.4861194650917965E-5,0.7567436974789916,0.8482350931456824,,0.5499698113207547,0.5982719063756643,,0.5553433962264152,0.1792683102217936,6.85204689620203E-5,0.3580660377358491,0.15685000210855116,6.099231912432775E-5,,,4.621419429893764E-5,0.519122641509434,0.05954784154889773,4.0559461922369837E-5,0.5385698113207548,0.2957382423492012,5.303152276486397E-5,0.5578188679245285,,5.573638918574707E-5,0.6351638655462184,,5.258625242275109E-5,1939644.4222,23,HYD_0246,1044,17.53134855972743,229391.0724,78.45582181874141,230391.0724,8,80023,1940644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.45118103028831,17.526773186203634],[78.4605897272561,17.526893545109747],[78.46046483411432,17.535923215311083],[78.45105170194466,17.535802801589366],[78.45118103028831,17.526773186203634]]]}"
000000000000000000f6,0.3007593984962406,0.0,1.0046329282598544E-4,0.32408270676691725,,7.26703656255315E-5,0.3001522556390977,0.0,6.305260467343443E-5,0.22604511278195485,0.06778579205275025,1.026324898703091E-4,0.4735526315789474,,7.527152319951002E-5,0.4543984962406015,,5.7573757401447515E-5,1.381,0.22660864889623214,5.547721957555403E-5,0.85,0.2414087653160253,,0.5720112781954887,,4.5014517968403946E-5,0.6937368421052631,0.06724300980568372,5.535937452805591E-5,0.7228270676691728,0.07012818008661727,5.388284989749434E-5,0.9272650375939849,,8.416082369999483E-5,0.5487443609022556,,6.401555429206482E-5,,,1.0805306374096086E-4,0.3457312030075187,,6.108134402893883E-5,0.2628045112781955,0.0,5.6637988072474425E-5,0.4415187969924812,,9.676370208589739E-5,0.6290733082706766,0.06821539252996892,9.987666999223363E-5,,0.06237016990781238,5.441039320431074E-5,0.78303007518797,0.9594666957855853,,0.5436052631578948,0.5982719063759241,,0.559187969924812,0.21134909132834748,6.510650850387532E-5,0.36401127819548873,0.20325352636679475,6.97715641831166E-5,,,4.62141942989577E-5,0.598656015037594,0.05954784154892358,4.055946192238745E-5,0.5367443609022557,0.29844110819983305,5.303152214566243E-5,0.5678063909774436,,5.526122736212269E-5,0.6597330827067669,,5.258625242277392E-5,1939644.4222,24,HYD_0247,1089,17.531468608012943,230391.0724,78.4652338641309,231391.0724,8,80024,1940644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.4605897272561,17.526893545109747],[78.47000284817744,17.52701395989012],[78.46987805326863,17.53604360800119],[78.46046483411432,17.535923215311083],[78.4605897272561,17.526893545109747]]]}"
000000000000000000f7,0.2628932584269663,,9.877751290336359E-5,0.31520224719101125,0.0,7.263111169137832E-5,0.30679411764705883,0.0,6.0854988291524854E-5,0.22477528089887638,0.0677687892857641,1.0252754344298993E-4,0.49049438202247186,,6.789128383391376E-5,0.4505842696629213,,4.1534275595587075E-5,,0.22660864889630525,5.547721957557193E-5,,0.2414087653161032,,0.5597977528089888,0.12944788118917383,4.519415979006237E-5,0.6836404494382023,0.0672430098057054,5.5359374528073766E-5,0.7126741573033707,0.07012818008663992,5.3882849897511706E-5,0.9368932584269662,,8.414341573373885E-5,0.5472191011235955,,6.563238275705589E-5,,,1.0805306374099572E-4,0.33886516853932586,,6.108134402895853E-5,0.28593258426966295,0.0,5.479916036632288E-5,0.4437584269662921,,9.642171789895757E-5,0.5611179775280898,0.06821539280029561,9.990306724465605E-5,,0.0623701699078325,5.441039320432829E-5,0.8221460674157304,0.9594666957858946,,0.520191011235955,0.5980788879787566,,0.5643483146067416,0.22164798454019172,6.526604284612087E-5,0.3605955056179775,0.30310866281810034,6.97715663931919E-5,,,4.622630879167043E-5,0.5733932584269663,0.05954784154894278,4.055946192240054E-5,0.5349438202247192,0.3082281048326667,5.303152120889444E-5,0.5826741573033707,,4.904774789775386E-5,0.6606629213483146,,4.929022470777992E-5,1939644.4222,25,HYD_0248,1134,17.531589007243408,231391.0724,78.4746470409474,232391.0724,8,80025,1940644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.47000284817744,17.52701395989012],[78.47941605507845,17.527134353831137],[78.47929118496687,17.5361640583964],[78.46987805326863,17.53604360800119],[78.47000284817744,17.52701395989012]]]}"
000000000000000000f8,0.2583740601503759,0.0,9.622168958079298E-5,0.29609022556390974,0.0,6.488406553457085E-5,0.2850943396226415,0.0,4.73644731776923E-5,0.227781954887218,0.06561408954468319,8.922805872478814E-5,0.48173120300751887,,6.78912838338653E-5,0.4431090225563909,,3.9791324525127256E-5,,0.22660864889614346,5.547721957553233E-5,0.845,0.24140876531593083,,0.546720207253886,0.12944787965533977,4.748138898449322E-5,0.698062030075188,0.06724300980565741,5.535937452803425E-5,0.7080112781954886,0.06936435354635369,5.355967186526859E-5,0.897375939849624,,8.374984292790486E-5,0.5169962406015036,,6.563238275700904E-5,,,1.080530637409186E-4,0.33462781954887216,,6.108134402891494E-5,0.2728947368421052,0.0,5.572353205431032E-5,0.4475037593984962,,9.642171789888875E-5,0.5495488721804511,0.06821539243291319,1.0070379888354574E-4,,0.06237016990778797,5.441039320428944E-5,0.8361240601503759,0.9594666957852098,,0.5200451127819549,0.582671709765282,,0.5805827067669173,0.2280920815162634,6.797736773885119E-5,0.36771616541353375,0.38634523128413056,5.6189286044161116E-5,,,4.680558622653435E-5,0.5798778195488722,0.05954784154890028,4.0559461922371585E-5,0.5339962406015037,0.30908900499333797,,0.5899849624060151,,3.673461835994052E-5,0.6521240601503759,,3.92735719588806E-5,1939644.4222,26,HYD_0249,1179,17.531709399656297,232391.0724,78.48406018023213,233391.0724,8,80026,1940644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.47941605507845,17.527134353831137],[78.48882917353443,17.527254716775413],[78.48870431495435,17.536284393768817],[78.47929118496687,17.5361640583964],[78.47941605507845,17.527134353831137]]]}"
000000000000000000f9,0.2551672932330827,0.0,9.058656105048258E-5,0.2983571428571428,0.0,4.8037629202538475E-5,0.276062030075188,0.0,3.074314008699386E-5,0.23025563909774438,0.06096489609637719,6.053177402166494E-5,0.44313533834586466,,6.789128383387983E-5,0.4383233082706766,,3.9791324525135774E-5,1.353125,0.22660864889619198,5.54772195755442E-5,0.8437265306122448,0.24140876531598252,,0.546,0.12944787627351279,5.225014017266897E-5,0.7912011278195489,0.0672430098056718,5.535937452804609E-5,0.7088345864661654,0.06768025406608899,5.2847122709937335E-5,0.8413026315789474,,8.288208601880685E-5,0.48074060150375947,,6.563238275702308E-5,,,1.0805306374094171E-4,0.33787593984962405,,6.1081344028928E-5,0.2621936090225564,0.0,5.7655581609974906E-5,0.4442443609022556,,9.642171789890939E-5,0.5462894736842105,0.06821539000892975,1.0231163926566314E-4,,0.06237016990780132,5.441039320430109E-5,0.8539624060150376,0.9594666957854151,,0.5205827067669173,0.5498542535028094,,0.6036729323308271,0.2339170724153257,7.04282065271321E-5,0.39028759398496243,0.4164073845872029,2.6242811527005992E-5,,,4.801044797525232E-5,0.5512894736842106,0.059547841548913016,4.055946192238026E-5,0.5341503759398496,0.30908900499340414,,0.596110902255639,,3.6734618333862707E-5,0.6459567669172931,,3.687051513010397E-5,1939644.4222,27,HYD_0250,1224,17.53182978277403,233391.0724,78.49347334644426,234391.0724,8,80027,1940644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.48882917353443,17.527254716775413],[78.49824237598168,17.527375147778663],[78.49811752894416,17.536404797005115],[78.48870431495435,17.536284393768817],[78.48882917353443,17.527254716775413]]]}"
000000000000000000fa,0.2492725563909774,0.0,8.195179810673745E-5,0.3055338345864661,0.0,4.708607300036815E-5,0.27127443609022556,0.0,3.0743140086989975E-5,0.22999624060150375,0.060838611418532446,5.975230525807142E-5,0.43856390977443604,,6.789128383387126E-5,0.4373195488721804,,4.091836023005372E-5,1.3418233082706765,0.22370928719657202,4.855591182879535E-5,0.8399415204678362,0.241408765315952,,,0.1294478780802143,5.2646812573523595E-5,0.8390075187969925,0.0672430098056633,5.5359374528039105E-5,0.7092593984962405,0.06400410733308476,5.12917304779485E-5,0.8820037593984961,,8.151356751624394E-5,0.47122180451127815,,6.56323827570148E-5,,,1.0805306374092805E-4,0.3329360902255639,,6.10813440289203E-5,0.25128195488721805,0.0,5.930728590146012E-5,0.4246936090225564,0.0,8.630506777219115E-5,0.552312030075188,0.06821538998959331,1.0363926885068778E-4,,0.06266131692573218,5.4781237850888544E-5,0.8343157894736841,0.9594666957852939,,0.5215751879699247,0.548998973774321,,0.5789624060150376,0.23391707241529616,7.04282065271232E-5,0.3713026315789474,0.36235496677827594,2.5910053045626852E-5,,,4.9074961156089626E-5,0.5540639097744361,0.05942435497986729,4.040593608578239E-5,0.5332932330827068,0.30908900499336506,,0.5938590225563909,,3.6734618333858065E-5,0.6364304511278196,,3.7741055041449266E-5,1939644.4222,28,HYD_0251,1269,17.531948316963167,234391.0724,78.50288539387321,235391.0724,8,80028,1940644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.49824237598168,17.527375147778663],[78.50765106677312,17.527491110784254],[78.50753065254314,17.536520723296213],[78.49811752894416,17.536404797005115],[78.49824237598168,17.527375147778663]]]}"
000000000000000000fb,0.26028464419475655,0.0,6.93194597260831E-5,0.3042734082397004,0.0,4.59131100565131E-5,0.26095505617977527,0.0,3.074314008698863E-5,0.22831460674157303,0.06065386161206442,5.8611971326155825E-5,0.43720411985018726,,6.789128383386829E-5,0.46530898876404503,,4.493170859773898E-5,1.301887640449438,0.21892518855619564,3.713539158621264E-5,0.8180000000000001,0.24201255853659603,5.415405119788719E-5,,0.1294478814599173,5.340290643945721E-5,0.7754831460674156,0.06715845941669123,5.521871593046504E-5,0.7921123595505618,0.058626040816290526,4.901624924967546E-5,0.9422659176029962,,7.951147563287608E-5,0.4693314606741573,,6.563238275701191E-5,,,1.0158147808372009E-4,0.3074232209737828,,6.10813440289176E-5,0.2571329588014981,0.0,6.140533827244144E-5,0.40383520599250944,0.0,6.821186233457197E-5,0.5531985018726592,0.06990153828311284,9.708434976912273E-5,,0.06609647133826634,5.915672015233489E-5,0.7848426966292135,0.9594666957852519,,0.5222172284644195,0.5477477312086468,,0.5246741573033706,0.23391707241528592,7.042820652712014E-5,0.342623595505618,0.2830145536006038,2.5423239844138762E-5,,,5.148841644945515E-5,0.5377191011235954,0.058518301951767236,3.927947715004806E-5,0.5329438202247191,0.3090890049933516,,0.5752378277153558,,3.775128873446952E-5,0.6239831460674157,0.0,4.0268444839012754E-5,1939644.4222,29,HYD_0252,1314,17.532066140909542,235391.0724,78.51229746528965,236391.0724,8,80029,1940644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.50765106677312,17.527491110784254],[78.5170642612305,17.527611490078176],[78.51694385815541,17.536641163093105],[78.50753065254314,17.536520723296213],[78.50765106677312,17.527491110784254]]]}"
000000000000000000fc,0.2734078947368421,0.0,6.931945972612241E-5,0.2955187969924812,0.0,4.777724206902819E-5,0.236265037593985,0.0,3.1158444508492937E-5,0.23023308270676698,0.060653861612098806,5.861197132618904E-5,0.43638345864661654,,6.441288359911787E-5,0.4969755639097745,,4.7784786147544735E-5,1.2767781954887218,0.21827067434793967,3.557294621715404E-5,,0.23339267448515533,4.7389452755224875E-5,,0.1294478814819042,5.3788515749395144E-5,0.7405488721804512,0.06105601330455475,4.506664540461194E-5,0.8872500000000002,0.05862604081632376,4.901624924970325E-5,0.9577857142857145,,7.951147563292116E-5,0.46126315789473693,,6.2096769266325E-5,,,8.375610438137419E-5,0.28047368421052643,,6.108134402895224E-5,0.2725958646616542,0.0,6.136715524522855E-5,0.39769924812030083,0.0,6.423858576456052E-5,0.541327067669173,0.07193606435736051,8.312690079516658E-5,,0.07365996169903449,6.879061552834165E-5,0.7302894736842107,0.9594666957857958,,0.5240563909774436,0.5477477312089574,,0.4998834586466167,0.2193856236280822,7.259213792326367E-5,0.3340018796992482,0.2826963365078778,2.5423240003881766E-5,,,4.8457287461884016E-5,0.5217462406015039,0.057643029838816855,3.819128687611006E-5,0.5349812030075188,0.30908900499352676,,0.5514304511278196,,4.2768841166391696E-5,0.6043214285714287,0.0,4.4405236538753115E-5,1939644.4222,30,HYD_0253,1359,17.53218428953526,236391.0724,78.52171061161586,237391.0724,8,80030,1940644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.5170642612305,17.527611490078176],[78.5264773633293,17.527727392565556],[78.52635697141959,17.536757036809938],[78.51694385815541,17.536641163093105],[78.5170642612305,17.527611490078176]]]}"
000000000000000000fd,0.2719821428571429,0.0,6.255578168388022E-5,0.2960464285714286,0.0,5.142427203341842E-5,0.21870357142857147,0.0,3.285008311209527E-5,0.23405357142857147,0.06065386161209639,5.8611971326186724E-5,0.4263910714285715,,6.038943604099458E-5,0.4956553571428572,,4.778478614754284E-5,1.280717857142857,0.218270674347931,3.557294621715263E-5,0.753,0.22270706174717883,3.997643057583925E-5,,0.12944788060200974,5.3997861138517534E-5,0.7391357142857145,0.05469594695376853,3.4485996111573806E-5,0.8761125000000001,0.058626041170672424,4.894181781342604E-5,0.9544428571428573,,7.919081213542184E-5,0.4514178571428572,,5.3655437869726324E-5,,,7.420791607806629E-5,0.26358750000000003,,5.844845432591216E-5,0.2822964285714286,0.0,6.210419522972903E-5,0.40741964285714294,0.0,6.089146228279298E-5,0.5399035714285716,,7.936613110361704E-5,,0.07947043833688384,7.61916329612772E-5,0.7303214285714286,0.9594666957857577,,0.5267464285714287,0.5477477312089356,,0.5178285714285715,0.20161584051596163,7.523830157431812E-5,0.32523928571428573,0.28269633650786646,2.5423240003880756E-5,,,4.182379346037356E-5,0.5138946428571429,0.05764302983881456,3.819128687610854E-5,0.5400928571428573,0.30908900499351444,,0.5561625000000001,,4.661710408983032E-5,0.5845982142857143,0.0,4.8738651516410496E-5,1939644.4222,31,HYD_0254,1404,17.532301355028313,237391.0724,78.53112415285484,238391.0724,8,80031,1940644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.5264773633293,17.527727392565556],[78.53589054544106,17.527843362876702],[78.53577016470737,17.536877513176872],[78.52635697141959,17.536757036809938],[78.5264773633293,17.527727392565556]]]}"
000000000000000000fe,0.2703352059925093,0.0,5.497847534752146E-5,0.2844531835205992,0.0,5.531464185255683E-5,0.21975093632958798,0.0,3.506229549443281E-5,0.23564794007490633,0.06065386161206364,5.861197132615506E-5,0.4377752808988763,,5.9992384194611574E-5,0.4947247191011235,,4.723917892805122E-5,1.288565543071161,0.2161338747884218,3.7285831135160464E-5,0.7489253731343284,0.22296380823175088,3.989048616506444E-5,0.559,,5.402463648350247E-5,0.7326629213483146,0.05447923392055811,3.4125470847346995E-5,0.8767022471910111,0.05862604145641841,4.868486156278261E-5,0.9568258426966288,,7.853281501173411E-5,0.46163483146067413,,4.974241528542176E-5,,,8.073245984671942E-5,0.26262546816479393,,5.311415228206895E-5,0.27884831460674153,0.0,6.282528104373563E-5,0.41458426966292133,0.0,4.8362165316213086E-5,0.54975468164794,,7.936613110357418E-5,,0.08093685656783578,7.80594637035162E-5,0.7498277153558051,0.9594666957852394,,0.5280374531835206,0.5407013155446412,,0.534445692883895,0.19918183982366408,7.560075755461684E-5,0.3172172284644194,0.2914161714415639,2.54232398064565E-5,,,3.9801379898551284E-5,0.4934868913857677,0.05764302983878342,3.819128687608792E-5,0.5432322097378277,0.30670046229059966,,0.5536235955056179,,4.661710408980514E-5,0.576005617977528,0.0,5.014872453032653E-5,1939644.4222,32,HYD_0255,1449,17.532419523677536,238391.0724,78.54053655699042,239391.0724,8,80032,1940644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.53589054544106,17.527843362876702],[78.54530371989547,17.527963753097932],[78.54518335034838,17.536993428290184],[78.53577016470737,17.536877513176872],[78.53589054544106,17.527843362876702]]]}"
000000000000000000ff,0.2668520599250936,0.0,5.349121420296475E-5,0.28044569288389515,0.0,5.781560695418019E-5,0.22853932584269665,0.0,3.607191443233558E-5,0.2349625468164794,0.0606538616120985,5.861197132618875E-5,0.4690149812734081,,5.999238419464606E-5,0.4928014981273408,,4.670741027481128E-5,1.2858014981273407,0.21125293980187984,4.1198448904025315E-5,0.7359701492537313,0.22381921112543648,4.0138736949313484E-5,0.5533402061855671,,5.402463648353353E-5,0.7248558052434457,0.05447923392058943,3.412547084736661E-5,0.8805617977528091,,4.85468844999695E-5,0.9478314606741572,,7.825298234822555E-5,0.4751385767790262,,4.9742415285450355E-5,,,9.259162217679829E-5,0.2695449438202247,,5.086440432934583E-5,0.2820355805243445,0.0,6.557772010248549E-5,0.4176048689138576,0.0,4.557862523122433E-5,0.5582771535580524,,7.936613110361981E-5,,0.08093685656788228,7.805946370356107E-5,0.7766104868913857,0.9594666957857909,,0.5303071161048689,0.5109239378500049,,0.5326441947565543,0.1939278398212246,7.943812677297792E-5,0.31358426966292136,0.30417361308283364,2.542323966814014E-5,,,3.980137989857416E-5,0.5014063670411983,0.057643029838816556,3.8191286876109864E-5,0.5489812734082398,0.3038268104222997,,0.5460093632958801,0.0,4.4418450588472025E-5,0.5795449438202247,,4.961139108067098E-5,1939644.4222,33,HYD_0256,1494,17.53253655307694,239391.0724,78.54995009689648,240391.0724,8,80033,1940644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.54530371989547,17.527963753097932],[78.55471688570535,17.528079671227598],[78.55459644070426,17.537109312014795],[78.54518335034838,17.536993428290184],[78.54530371989547,17.527963753097932]]]}"
00000000000000000100,0.2645131086142322,0.0,5.127399175035192E-5,0.2772996254681648,0.0,5.834812327521771E-5,0.22770411985018726,0.0,3.6174711567587834E-5,0.2350112359550562,0.06065386161209035,5.861197132618088E-5,0.46630898876404486,,5.9992384194637995E-5,0.4883576779026218,,4.6620720240759934E-5,1.2742696629213481,0.20929072797301473,4.277138214093324E-5,0.760591133004926,0.2238192111254064,4.01387369493081E-5,0.5509737827715356,,5.351585859872362E-5,0.7524737827715356,0.05447923392058211,3.4125470847362025E-5,0.8777453183520599,0.07792433141768237,4.866502964028364E-5,0.9444812734082397,,7.825298234821504E-5,0.4822808988764044,,4.974241528544368E-5,,,9.985851368466003E-5,0.27338202247191007,,5.0864404329339E-5,0.27803558052434457,0.0,7.01487659454845E-5,0.420874531835206,0.0,5.438715538560432E-5,0.5570786516853933,,7.683894167941184E-5,,0.08155352526626569,7.658333913177493E-5,0.7891947565543072,0.959466695785662,,0.5325131086142322,0.4965194463730581,,0.5320262172284645,0.1778332744056298,9.119313055634779E-5,0.3026142322097378,0.30802866816525176,,,,3.9801379898568814E-5,0.48875093632958794,0.05764302983880881,3.819128687610474E-5,0.5548876404494383,0.30313086509709003,,0.5540936329588015,0.0,3.831271883693252E-5,0.5789644194756554,,4.302275281069416E-5,1939644.4222,34,HYD_0257,1539,17.532652493572186,240391.0724,78.55936324194181,241391.0724,8,80034,1940644.4222,"{""type"":""Polygon"",""coordinates"":[[[78.55471688570535,17.528079671227598],[78.56413004188327,17.528195652135615],[78.56400960809799,17.53722526336553],[78.55459644070426,17.537109312014795],[78.55471688570535,17.528079671227598]]]}"
